loan_id,no_of_dependents,education,self_employed,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_status
3112,5, Graduate, Yes,7153887,18175906,16,838,7000800,8667662,18890651,5797503, Approved
3490,5, Graduate, Yes,8132196,34553059,2,730,12236079,10980066,19780156,8806584, Approved
2545,0, Not Graduate, No,3923231,13692051,2,728,9046990,3870295,16018098,4945314, Approved
687,0, Graduate, No,3212766,8334733,9,339,7550049,198755,6624237,1920609, Rejected
308,3, Not Graduate, No,1303380,4037600,8,397,3128961,1323102,2878554,1995207, Rejected
402,5, Graduate, No,3598020,7390437,17,338,9128632,93563,15124632,5536989, Rejected
4022,1, Not Graduate, Yes,7111058,19912678,2,537,22115274,13651093,28439527,7828797, Approved
119,0, Not Graduate, No,7910098,15493314,11,394,11665256,12093014,22085491,3558240, Rejected
853,1, Graduate, No,5494227,13076600,13,382,5486694,7216080,16940019,5673617, Rejected
1838,5, Not Graduate, Yes,4394148,11860978,5,803,7905451,2258359,9783690,4903382, Approved
93,4, Graduate, No,3863927,8570319,3,800,9687405,3458289,13198553,5009657, Approved
3620,4, Graduate, Yes,799925,2825477,2,705,1244899,1402825,2457794,828923, Approved
2282,2, Not Graduate, No,3197654,9498311,16,544,992618,4746609,8025382,3669561, Approved
3785,1, Graduate, Yes,9781175,22492318,3,938,18138183,15133571,37609336,9884127, Approved
3358,2, Not Graduate, Yes,3784410,7854057,8,447,9623600,7225202,13829523,2010705, Rejected
2633,0, Graduate, Yes,8784651,31973069,20,713,2707699,5498659,26200455,9405840, Approved
1490,0, Not Graduate, Yes,3396729,12625864,12,827,4785500,4976128,7770337,4572441, Approved
791,5, Not Graduate, Yes,4438873,14511190,13,512,2321723,6224249,10008395,5708411, Approved
2054,1, Not Graduate, Yes,2535849,6658893,19,747,2057700,211810,5189431,1335163, Approved
1627,4, Not Graduate, No,2958476,9118625,6,458,3543856,5195272,8991047,2102670, Rejected
3023,3, Not Graduate, No,5939345,11556176,7,549,759780,845725,18285673,6784453, Approved
559,1, Graduate, Yes,5919831,11290600,4,415,16367457,856369,17095374,7471448, Rejected
465,3, Not Graduate, Yes,6310734,20124865,17,441,504493,8406761,19210995,7547585, Rejected
2031,1, Graduate, No,1779613,5482087,21,559,1169782,1469664,4131153,1258654, Rejected
2583,0, Graduate, No,6443128,22310076,20,767,18045005,1282071,19119547,3870559, Approved
2658,1, Not Graduate, Yes,1272766,4531779,6,335,2810555,1688173,2946432,1223753, Rejected
1919,5, Graduate, No,3660769,14941539,2,492,3983032,597317,7109431,2715577, Approved
3635,0, Graduate, No,1483333,4372694,12,810,4625853,2025376,2861664,1111470, Approved
3801,3, Not Graduate, No,4351601,17585067,7,416,11182332,3825914,13457555,2582278, Rejected
275,3, Graduate, Yes,1736044,4840642,15,569,4949054,1029821,4336802,1534377, Approved
2727,4, Graduate, Yes,4182122,11458395,1,440,5545439,7863026,12873748,7578683, Rejected
2256,1, Not Graduate, No,9595697,25188093,6,381,16721679,6718366,27982070,7479075, Rejected
595,2, Graduate, No,4246411,12606974,18,494,7955481,1205077,10167323,2654905, Rejected
2735,1, Not Graduate, Yes,8222669,27580951,8,840,8094521,1656719,25818806,11368196, Approved
1435,3, Graduate, No,8350757,18826304,3,307,20777110,9730857,19820186,8312938, Rejected
1481,5, Graduate, Yes,686397,1832195,15,611,201585,422088,1831417,423897, Approved
4009,1, Not Graduate, No,5748702,17006219,12,964,14604172,514589,14456237,6960390, Approved
1026,5, Not Graduate, No,6592194,23276131,4,721,16636707,5021422,15947646,4737431, Approved
3411,0, Graduate, No,5294560,13708249,2,492,11293235,7327145,18539640,6540193, Rejected
1194,2, Not Graduate, Yes,1958976,5499173,15,416,418870,302172,7511221,1153928, Rejected
2442,5, Not Graduate, No,6942476,21300024,14,874,1813189,564724,16422976,7005278, Approved
1002,1, Graduate, Yes,4720189,19000674,8,733,8453186,7391969,16843354,3062088, Approved
2368,3, Graduate, Yes,8344715,36901901,13,406,22892632,8067671,24210616,5833305, Rejected
2061,1, Graduate, Yes,4231675,13763460,6,582,2256779,7866858,17285776,6357378, Approved
1164,2, Graduate, No,4192744,9461914,17,598,-100567,590508,12842964,2551360, Approved
154,2, Not Graduate, No,1205433,4364049,6,380,0,915800,3054036,1205917, Rejected
994,2, Graduate, No,8068178,28691387,11,723,19677290,15076120,15592281,8423750, Approved
3672,3, Graduate, Yes,4311155,16334945,14,872,1225417,8028774,15290674,3158270, Approved
1174,2, Graduate, No,5976142,15002821,7,601,4715559,8471235,19349680,6448148, Approved
286,1, Not Graduate, No,4479708,14724652,5,441,11311881,1881603,11400347,4874769, Rejected
2894,3, Graduate, Yes,1039440,3710895,19,834,810017,1101341,3642350,607576, Approved
3212,4, Graduate, No,1116528,2444571,8,836,1643945,1925308,2850504,882150, Approved
3967,1, Graduate, Yes,1901147,3993934,15,741,680186,210935,5032656,888644, Approved
1398,1, Not Graduate, Yes,9245982,25154589,3,495,26674975,0,20830746,13359843, Rejected
3247,2, Not Graduate, Yes,6039550,15293171,5,743,993617,394188,13042808,5643776, Approved
2898,5, Not Graduate, No,6604954,13206286,4,848,12192413,8787339,13874426,5450338, Approved
1414,2, Not Graduate, Yes,1533262,4860681,3,588,4386758,1422167,5264200,1993572, Approved
3278,2, Not Graduate, No,7845415,15864808,6,742,18790387,6048900,19343463,10859201, Approved
416,3, Graduate, Yes,1636402,4578117,11,382,1442937,1210160,5191701,1825527, Rejected
19,2, Graduate, No,2504157,9785331,10,730,944149,0,6592196,3202788, Approved
2848,0, Graduate, No,4892955,19429976,14,683,12438413,478455,18797299,4392966, Approved
1176,3, Graduate, Yes,7873758,15902447,5,362,12267272,16116443,21512757,6493782, Rejected
2222,0, Not Graduate, No,503721,1730626,1,832,1098653,529459,1726812,303336, Approved
1867,5, Not Graduate, Yes,207920,304167,8,402,-97644,98155,444579,100059, Rejected
384,3, Not Graduate, No,2282608,7243531,2,674,6299004,2421264,7619041,2127802, Approved
2706,5, Graduate, Yes,6399743,16115155,6,442,4370447,413240,14464803,6252855, Rejected
2636,1, Not Graduate, Yes,3514622,7593415,15,777,520671,6381812,9342000,2078323, Approved
1031,3, Graduate, Yes,7270353,26259590,12,374,17068780,1618653,22381129,8263170, Rejected
1642,2, Not Graduate, No,9858452,31353695,11,581,9836786,2270448,24409641,13171887, Approved
3812,1, Not Graduate, Yes,3135337,9686492,20,748,3998234,3470304,7142541,2225780, Approved
3158,0, Not Graduate, Yes,8906929,20793677,10,742,25539446,9935221,30895918,10652107, Approved
3679,3, Not Graduate, No,1168545,2988537,10,440,1371923,2195999,3809209,1027524, Rejected
2174,0, Graduate, No,4945770,16587245,1,408,3225985,3497249,15332256,5882259, Approved
3891,4, Graduate, Yes,6323197,20518819,15,935,11887194,3561081,11242997,3968515, Approved
1727,2, Not Graduate, Yes,1693592,4572031,18,457,3176129,2630580,6486780,865731, Rejected
3556,4, Graduate, No,3130479,10907119,6,624,3191770,4544853,6031681,3815018, Approved
2297,4, Graduate, No,7213450,26310217,19,565,19501667,13674844,27567694,10267843, Approved
37,3, Not Graduate, No,1688133,6322386,17,683,3254189,691142,4987207,1278878, Approved
735,2, Graduate, Yes,5104091,11406584,13,385,7016879,2373218,18923397,5047736, Rejected
3191,3, Graduate, Yes,2318733,7749956,7,288,4004469,3804683,6698104,1133017, Rejected
2025,2, Not Graduate, No,5363225,11932195,5,291,13884045,9383350,15018150,7292285, Rejected
3845,1, Not Graduate, Yes,9020275,31193608,15,839,6313231,17151995,22510775,5783617, Approved
1302,2, Graduate, Yes,6276199,22022802,11,581,6727435,8665125,25149692,4863747, Approved
2227,1, Not Graduate, Yes,379808,1547936,15,687,412412,273002,1088860,208966, Approved
1283,2, Graduate, No,9337596,22455694,1,625,20267323,4599566,20029287,7810184, Approved
2684,4, Graduate, Yes,7605314,25570133,3,664,1029975,2065895,26111459,8090825, Approved
1527,0, Graduate, Yes,389970,1315481,14,871,1053464,198966,635976,197187, Approved
3605,5, Graduate, No,670484,1658664,17,750,1824722,188569,2147807,595573, Approved
2911,5, Not Graduate, No,501758,1148619,14,534,605839,631497,1448587,188591, Rejected
1705,1, Not Graduate, Yes,5351013,10943709,2,383,10591462,10348888,16931691,6249018, Rejected
2726,2, Not Graduate, Yes,7621592,22328577,12,410,15848365,4348106,25224458,10741467, Rejected
105,5, Not Graduate, Yes,6339405,22160169,9,300,19272946,9494032,24067627,8099024, Rejected
3076,3, Graduate, Yes,1377028,5150745,19,339,1713958,1243499,2653609,737017, Rejected
2502,4, Graduate, Yes,6557883,25089975,6,558,4969978,0,23421450,3992071, Approved
1094,2, Graduate, Yes,4083301,14720711,1,268,2367901,1454237,7456470,2423343, Rejected
66,1, Graduate, No,3834393,9993043,12,349,9393396,6649857,14198442,2920289, Rejected
402,5, Graduate, No,3515193,7185135,18,355,9370518,101345,13600900,5269178, Rejected
860,0, Not Graduate, Yes,612491,1818342,11,525,260479,187979,2347215,402951, Rejected
2632,5, Not Graduate, No,5704861,17413939,4,596,12460905,3716382,16829714,4620233, Approved
3592,3, Not Graduate, Yes,648883,1950680,16,565,828740,1307182,1436011,358261, Rejected
2556,2, Graduate, No,1845220,5273410,15,493,1445413,1105826,4446873,1335405, Rejected
3854,5, Graduate, No,8074746,33593942,15,818,26930161,11626420,27584688,8847680, Approved
2264,0, Not Graduate, Yes,8626740,19492499,9,371,1310203,1861603,29373940,7852288, Rejected
1024,4, Not Graduate, Yes,1011083,2790683,3,583,2841439,972832,3974121,1710775, Approved
1024,4, Not Graduate, Yes,1104831,2756985,4,545,2878453,1052675,3792348,1588340, Approved
3797,2, Not Graduate, No,8477246,17701683,21,581,2232472,9867244,26808914,10376588, Rejected
3201,3, Not Graduate, Yes,7695767,20157596,12,786,24416425,10056527,17857225,11256564, Approved
555,3, Not Graduate, Yes,10242469,21392363,5,322,200885,17806957,36238110,9977854, Rejected
3356,3, Not Graduate, No,5457194,18903916,8,949,5695931,7889138,20344624,3383351, Approved
571,1, Graduate, No,2328993,7465143,8,465,3102523,1938472,8028787,3453646, Rejected
3007,0, Graduate, No,7811303,27463331,7,642,4239673,13731577,27527152,5006739, Approved
1167,1, Not Graduate, Yes,7492234,25818101,15,448,15256464,3100723,17399632,11277248, Rejected
1324,4, Not Graduate, No,1725316,5047757,8,687,2259971,830202,5206519,1891277, Approved
1086,5, Not Graduate, Yes,8628953,30051010,4,455,22559855,3896082,39986737,13457340, Approved
1545,4, Not Graduate, No,4425713,15016388,4,560,10895197,6362227,8377584,1934042, Approved
556,5, Not Graduate, Yes,6322059,19911331,20,857,13615755,7177113,20190343,8201483, Approved
3118,4, Graduate, No,1394551,4723534,16,358,1869220,1089022,2892270,2168558, Rejected
480,1, Not Graduate, Yes,720304,2378058,19,700,98999,1027700,2812037,519021, Approved
2077,2, Not Graduate, No,1342272,4122292,16,840,2406101,761371,6043658,1171298, Approved
757,1, Not Graduate, Yes,4475951,20184808,20,433,2148992,0,10409050,4134954, Rejected
1900,1, Graduate, No,530103,1315390,5,654,1009929,490773,1379637,714058, Approved
1372,0, Not Graduate, No,5570768,14180936,8,658,9505999,1597966,16233543,3623721, Approved
3635,0, Graduate, No,1411207,4473659,11,833,4570100,2201781,3083415,1157341, Approved
852,1, Not Graduate, No,4848472,19581567,3,605,6418410,6083522,17323441,2876421, Approved
2632,5, Not Graduate, No,5613528,18383504,3,521,13048788,3941891,17392143,4778714, Approved
3209,4, Graduate, No,4994673,12810907,5,403,10623371,201155,13081988,6666237, Rejected
4089,4, Graduate, Yes,2073177,8152795,20,415,6200760,892490,6256460,989528, Rejected
4119,2, Graduate, No,2311405,7891940,6,606,5001351,3127385,9271831,1877559, Approved
838,0, Not Graduate, No,4070898,10091937,15,386,6039029,8041740,11504046,4843985, Rejected
3744,4, Graduate, Yes,5314870,14877495,17,658,10819562,7970108,12771200,7017817, Approved
3328,0, Not Graduate, Yes,8403159,16206020,13,460,24858749,3877812,29936764,6238745, Rejected
3022,4, Graduate, Yes,7553952,27150934,10,442,6457506,7307491,20539586,10376354, Rejected
1646,0, Not Graduate, No,6411475,12858562,10,722,2076933,3661317,23632210,4254178, Approved
1257,0, Not Graduate, No,10138851,35858666,20,671,13007695,14918607,23678117,10187124, Approved
3163,1, Graduate, Yes,9480247,21022500,12,447,13930512,2751949,25908014,5641990, Rejected
3635,0, Graduate, No,1448201,4224395,12,764,4488208,2252545,3160912,1140596, Approved
3049,4, Graduate, Yes,2574538,5850522,14,390,2506742,2228577,8954402,3425206, Rejected
3485,5, Graduate, No,8233440,17563637,2,580,19743177,2622929,29254793,5142267, Approved
537,2, Not Graduate, No,3988895,13555009,6,630,839323,204342,11043388,3538305, Approved
3828,1, Graduate, Yes,9579479,36422851,8,547,23475609,18619462,32532191,5684760, Rejected
2218,2, Graduate, Yes,6539258,26409189,10,658,11470282,8572310,25037092,4875586, Approved
2,0, Not Graduate, Yes,3739790,12110907,7,436,2945527,2191569,7951034,3148660, Rejected
2913,1, Not Graduate, No,1758723,6083848,3,806,2678291,1875934,6264996,1385363, Approved
1764,0, Graduate, No,2242239,6448518,13,596,101728,1917183,4914605,1277252, Approved
3525,4, Graduate, Yes,2758575,10470425,4,478,7423424,2949855,7988652,1701780, Approved
2580,0, Not Graduate, Yes,3849122,10309782,11,485,3176087,6350401,12772827,3035515, Rejected
3629,2, Graduate, Yes,9011812,33483575,4,738,20871390,559113,18239378,6986713, Approved
4134,5, Graduate, Yes,3211445,8719932,13,399,5497576,5176236,8712808,4195073, Rejected
3239,3, Graduate, Yes,7854079,24696942,3,283,23353364,7230992,24394690,6614583, Approved
329,0, Graduate, No,1049972,2866280,21,700,1759621,1465335,3861372,1454463, Approved
2599,3, Not Graduate, No,1202601,4981216,6,752,2616399,1881779,4363174,889925, Approved
2338,1, Graduate, No,5377821,15660628,7,578,10185837,9648195,19908559,7304382, Rejected
3011,2, Graduate, No,1842264,5239486,6,965,4174574,101079,6686498,2417299, Approved
3098,1, Graduate, Yes,6954499,19263536,15,769,6984484,0,26554436,3677380, Approved
3878,2, Graduate, Yes,2816628,10416289,3,379,2965012,2855463,7908255,1941856, Approved
2774,2, Graduate, Yes,2707370,9301981,14,579,6240170,199768,11273456,1938724, Approved
2425,3, Not Graduate, Yes,6073108,23650470,18,734,17039455,6639384,20037442,5672922, Approved
2843,1, Not Graduate, No,3482833,10299367,3,539,8601780,5995319,12747605,2808151, Approved
1810,0, Graduate, Yes,2952789,9427095,20,685,6369418,207064,10686857,2075641, Approved
2471,1, Graduate, Yes,4584044,10427124,4,737,4884885,8436058,14341957,6820999, Approved
3130,5, Graduate, Yes,1003264,2496469,7,692,1016132,1183872,3333806,882080, Approved
1746,4, Not Graduate, No,5182948,18026019,8,469,2646918,8789778,15204087,4937757, Rejected
1656,2, Not Graduate, No,6487281,24596348,11,784,13512772,1756155,26474090,5630917, Approved
3063,0, Not Graduate, Yes,9618786,24201814,2,683,22352244,16490826,22109903,9274188, Approved
3595,1, Graduate, Yes,1877920,5540114,12,620,4865601,1090894,8441049,1439740, Approved
2271,3, Graduate, No,7153245,29231779,12,485,20958244,9535431,29093000,8668627, Rejected
650,4, Graduate, Yes,5229142,14654264,11,455,9950884,0,10705359,7046728, Rejected
488,5, Not Graduate, No,6045068,14057909,5,631,15570092,10497135,22199625,5200615, Approved
966,3, Not Graduate, Yes,8778398,30767637,11,753,13022663,3846403,17924487,4108187, Approved
567,2, Not Graduate, No,2659997,5768683,5,885,926018,3841207,11341772,1418763, Approved
1123,0, Not Graduate, No,6595031,14016692,19,375,7784485,4944191,26922286,8122575, Rejected
2216,4, Graduate, Yes,5053933,14877319,5,889,10755952,7890342,20140431,3503221, Approved
2721,3, Not Graduate, Yes,5340003,14126609,3,373,11355363,9761590,14642150,6396585, Rejected
3339,2, Graduate, No,299221,936911,7,827,851777,408262,524731,100311, Approved
2266,0, Not Graduate, Yes,3837978,9623863,12,496,2443368,6777412,8330885,4968474, Rejected
2088,0, Graduate, Yes,5313468,18550273,14,731,2406809,2528938,19175686,5900849, Approved
4136,4, Not Graduate, No,6792954,24390899,12,642,9527352,3863091,20021022,8179301, Approved
50,1, Not Graduate, Yes,10192035,17440085,16,635,101549,10914841,37743807,11726125, Approved
3640,0, Graduate, No,7515271,26120527,16,844,791313,3106707,31313008,5132237, Approved
1117,4, Not Graduate, No,3528772,14056099,20,436,5808274,3268610,12268900,2291525, Rejected
3425,0, Graduate, Yes,2247358,7050544,4,530,4930805,4681797,5486291,3567798, Approved
2397,1, Graduate, Yes,2560135,9031924,5,721,786956,2834239,6428163,3093074, Approved
2307,1, Not Graduate, No,9331815,24448804,1,603,3562351,14807836,30322531,12183511, Approved
3797,2, Not Graduate, No,7327708,18250473,18,571,2543582,9648795,27213262,11658048, Rejected
3840,2, Not Graduate, Yes,5254388,17625303,1,524,6385407,2789851,16597782,4500608, Approved
643,0, Not Graduate, No,8722419,20770203,10,785,5114065,1613931,21422618,13861392, Approved
2816,1, Graduate, No,6664186,25492122,3,497,8220554,3957402,16957943,5645648, Approved
1010,1, Graduate, No,8085495,23101797,20,591,8460351,16853066,26513228,11211886, Approved
3908,3, Graduate, Yes,941718,2587894,6,361,2991981,1533692,3606582,1124403, Rejected
2814,2, Not Graduate, Yes,6576895,20941705,8,467,5606575,9637179,18815818,6958953, Rejected
4087,5, Not Graduate, Yes,1916064,4886927,3,433,3246194,1922545,5614851,981681, Rejected
3881,3, Not Graduate, No,8416267,20158689,12,693,27503188,7585983,31422633,12479003, Approved
1969,2, Not Graduate, No,1724566,5508433,20,734,2686740,512673,3670128,1294842, Approved
1300,4, Not Graduate, No,7366580,28208469,11,331,20216641,8043400,22538415,5712477, Rejected
2264,0, Not Graduate, Yes,9010373,19326550,10,336,1112186,1600478,32529712,7917003, Rejected
665,4, Not Graduate, Yes,9096332,36324793,10,474,10375759,15212834,28908371,6716413, Rejected
1553,0, Not Graduate, No,6933547,18281287,6,573,6600839,6531964,20787274,9027955, Rejected
2293,1, Not Graduate, No,7175239,13266812,8,631,10028161,3935509,26936531,4053736, Approved
3784,4, Graduate, Yes,1943468,4350367,11,616,1402922,1595357,5388365,1669149, Approved
543,0, Not Graduate, No,3475049,8398569,13,365,10683813,7136994,11862099,3252882, Rejected
3063,0, Not Graduate, Yes,8367554,27342956,1,748,22749068,15029729,21166080,9029712, Approved
1222,3, Graduate, Yes,5204348,19280869,6,764,1668047,2609248,10820585,7654263, Approved
584,3, Not Graduate, Yes,3663591,14342185,16,594,9876076,4195549,9723832,2030173, Approved
11,4, Graduate, Yes,2679379,11774117,2,550,8332978,4494290,9491145,2966967, Approved
2334,2, Not Graduate, No,4496290,14329907,15,898,7505847,7555077,9899341,5248279, Approved
4111,1, Graduate, No,3479810,8973050,11,802,4728585,700218,9955665,2385564, Approved
1665,2, Graduate, No,6726090,21131286,8,334,3169263,11393562,20306648,8025830, Rejected
151,1, Not Graduate, Yes,5093663,19809580,8,478,14864941,9214274,19803251,4065058, Rejected
1062,3, Not Graduate, No,282136,503922,2,475,680601,196214,782665,413894, Rejected
4061,3, Not Graduate, No,6072261,21477473,20,413,8095796,3172111,21957695,6090762, Rejected
1306,0, Not Graduate, No,4184713,12494342,16,568,3169796,7279327,15403577,3684961, Approved
517,2, Graduate, No,7914109,18843624,13,522,2183227,12805341,16938168,4185809, Approved
3785,1, Graduate, Yes,10151803,20404980,4,866,17744003,15776751,39869164,11382878, Approved
1582,1, Graduate, No,9623551,31014077,13,841,19188234,11549581,34574604,7159454, Approved
1805,0, Not Graduate, Yes,4693679,14047189,5,428,12757557,4854777,11932298,6603422, Rejected
1025,3, Graduate, No,8816486,28654209,1,439,11718744,1725079,25188746,8791554, Approved
2622,4, Graduate, Yes,8904788,25326308,6,638,11513164,1146608,30304436,4750998, Approved
2829,4, Graduate, Yes,9395748,19698255,2,937,28226879,4076624,35173184,9463953, Approved
748,0, Not Graduate, No,2905004,6758278,11,402,6212118,5349542,7834124,3493777, Rejected
800,3, Not Graduate, Yes,5229321,10804197,16,413,7891761,4136686,20015739,4519694, Rejected
2513,5, Not Graduate, Yes,1243738,3151994,16,797,187879,1675048,5531030,1449262, Approved
238,3, Graduate, Yes,4321796,14410336,5,706,2892254,1681745,15602135,4118588, Approved
2008,5, Graduate, No,8115321,27149060,12,760,12077303,14697024,28940690,11754752, Approved
2058,1, Graduate, Yes,7114367,23428408,1,659,4530675,2346006,28680800,6124038, Approved
2897,2, Graduate, No,5505030,16689509,10,325,5809848,1452071,18784812,4632168, Rejected
3095,3, Graduate, No,5558924,20445695,15,489,11377768,4921153,15990682,8173006, Rejected
4264,3, Graduate, No,5730205,12221408,13,892,4951655,8183826,18899143,6125946, Approved
3308,1, Graduate, No,777388,2454604,10,776,928416,934150,2936280,1167894, Approved
3997,0, Not Graduate, No,176892,823930,18,334,294383,0,502372,102272, Rejected
3112,5, Graduate, Yes,7169936,18205508,17,796,6280987,8887357,19725915,5478761, Approved
2301,1, Graduate, No,10064821,25298586,19,817,17553980,13841529,25472051,12905578, Approved
1129,1, Graduate, Yes,6091864,17208215,11,764,1073299,10576784,17193889,7601550, Approved
1207,2, Not Graduate, Yes,4730307,13546923,6,597,7906752,10742540,13475721,5262231, Approved
1148,5, Not Graduate, Yes,893824,1862839,13,466,2320889,299399,1796909,672672, Rejected
1584,2, Not Graduate, No,3763586,11393579,10,725,1577066,677665,11610346,2592719, Approved
943,4, Not Graduate, Yes,1309942,4434984,16,429,3404385,1190459,5566215,1081491, Rejected
633,5, Not Graduate, No,6671876,13735570,9,357,15493709,2238860,13364621,7425126, Rejected
3377,5, Graduate, Yes,1554877,4176965,1,764,1411702,922145,4244518,963960, Approved
2652,2, Graduate, No,3844565,9862563,15,396,7529614,510039,9735459,2413471, Rejected
4104,1, Not Graduate, No,6447995,18683275,12,741,5856308,3039421,17383594,2995047, Approved
2426,0, Not Graduate, No,5954423,22638100,15,282,12398186,6735499,18520919,7138518, Rejected
1008,0, Graduate, No,4449054,10171930,19,626,6587552,4973694,16301224,5248226, Approved
3717,5, Not Graduate, No,2368929,5237168,5,796,1513322,205258,5184406,3419191, Approved
3733,3, Graduate, No,998130,3792193,6,587,656946,105569,3080968,463091, Approved
1171,2, Graduate, No,1626877,6513980,15,592,3381870,315706,3631956,1321140, Approved
1656,2, Not Graduate, No,7365796,26218190,11,797,12748931,1867983,27469251,5783386, Approved
1299,2, Graduate, No,2112855,4533058,6,649,1747207,108766,6705131,2193633, Approved
1151,2, Graduate, No,5503897,16489268,12,537,3369780,1335918,19402792,6433588, Approved
2654,2, Not Graduate, No,4056752,14901421,17,776,6490690,8024543,10996460,2378528, Approved
3550,2, Not Graduate, Yes,4812079,20868730,14,754,3067672,4914725,10512570,6700289, Approved
822,0, Not Graduate, Yes,1998521,5533026,12,918,3854429,2360786,7276813,2931602, Approved
936,3, Not Graduate, No,1209226,4798919,5,799,1425857,1119531,4370055,891514, Approved
1542,4, Graduate, Yes,820895,2726187,5,545,1415642,847819,3219744,966162, Approved
3379,3, Not Graduate, No,4030031,12126253,4,317,6110384,4101997,9207398,4064533, Approved
1899,3, Graduate, Yes,798964,1521045,1,657,1436492,1159169,1965537,381329, Approved
3250,2, Graduate, No,4599255,16560134,3,799,6292099,4616095,10154621,6012161, Approved
2101,3, Not Graduate, No,4608910,17081389,6,527,1841821,5760223,13006011,3912417, Rejected
3792,5, Not Graduate, Yes,1092383,2206203,17,620,1553747,1400668,2612901,665244, Approved
479,3, Not Graduate, Yes,3793569,8775418,8,784,4896012,5672247,9732767,4913708, Approved
3089,3, Not Graduate, No,4903884,13207770,10,522,2931735,3290019,17689513,7402057, Rejected
1967,4, Graduate, Yes,2737038,8380835,10,328,8776480,3963434,10407421,1913721, Rejected
1291,4, Not Graduate, Yes,6337194,14092761,17,421,15291906,1723143,18825665,8256928, Rejected
1795,2, Graduate, Yes,4207597,12776900,4,827,8217483,8191519,11603951,2508865, Approved
4091,4, Not Graduate, No,7595527,17610947,5,544,6270936,5300834,15132183,7178641, Approved
4152,3, Not Graduate, No,1599581,3334951,7,608,4420229,95602,6121363,840269, Approved
1825,1, Graduate, Yes,5155176,14931095,1,405,7228568,8708344,19261522,4031715, Rejected
3031,5, Not Graduate, No,8894298,32755583,10,869,23931618,11604679,33749818,10395698, Approved
4249,4, Graduate, Yes,5659675,14526780,4,354,12146150,4924665,9950588,3389300, Rejected
1901,5, Not Graduate, Yes,4675671,14300392,12,573,12843080,5726399,11666165,4759857, Rejected
3890,4, Graduate, Yes,3070255,13012301,18,637,5847507,3188916,7486556,2047442, Approved
333,2, Not Graduate, Yes,4246616,18407707,2,597,7637778,2163826,13530362,4181420, Approved
203,2, Graduate, No,567036,1483231,1,843,1331555,326364,1563215,566021, Approved
2243,1, Graduate, Yes,6520886,19668998,4,568,4470100,201614,25178592,8694354, Approved
447,0, Graduate, Yes,1426308,4802164,6,894,4261384,1908243,5319904,1746306, Approved
2913,1, Not Graduate, No,1798184,6097304,3,778,2871896,1916188,6112896,1403449, Approved
3035,0, Graduate, Yes,3128498,7091172,9,486,3576127,1106671,11982765,3945164, Rejected
1881,3, Not Graduate, No,3795880,10396302,13,282,7180527,2577964,9385842,3387547, Rejected
3661,5, Not Graduate, No,3983664,11071137,9,759,1711378,7081513,8231026,4912276, Approved
2211,4, Not Graduate, Yes,2959298,7912047,10,497,1512342,1175815,9313989,3685297, Rejected
2068,2, Not Graduate, No,7406982,14736840,10,934,18674536,10762468,16555429,5646557, Approved
2805,2, Graduate, No,3900769,11972436,5,735,1025192,4195242,12411429,2722232, Approved
2132,5, Graduate, No,536282,1249960,12,427,1364300,519806,1003971,320540, Rejected
3761,1, Not Graduate, No,1509208,5281478,6,822,650508,2767380,4564752,1211559, Approved
311,3, Not Graduate, No,6429767,24605335,3,499,7720873,2466215,19013581,4281562, Approved
3806,0, Graduate, No,5787229,20801585,16,387,19376757,7515680,16892535,7904781, Rejected
1582,1, Graduate, No,9198531,29016511,14,899,16625434,13126014,31702047,7355141, Approved
1344,1, Graduate, No,9597839,28806300,4,538,12544536,10625054,29337868,8914353, Approved
457,4, Graduate, Yes,5363976,21190705,14,585,4444716,1430963,14693496,7279826, Approved
1292,3, Not Graduate, Yes,6432565,17887383,20,413,10580696,2900901,22100824,6496625, Rejected
2353,3, Graduate, Yes,3319887,8690240,4,701,2863132,5105773,11691839,4166565, Approved
3634,0, Not Graduate, No,299799,483606,17,372,287794,0,799697,286572, Rejected
3967,1, Graduate, Yes,1885933,3772950,15,795,628110,203831,4731403,995033, Approved
1748,4, Not Graduate, Yes,3667430,12922308,7,301,7564465,104753,12816092,2749644, Rejected
2697,0, Not Graduate, Yes,2665527,5601769,15,782,6602555,1040508,7943358,3035370, Approved
659,5, Not Graduate, No,5839763,17452099,14,453,6767961,3347126,18978587,6785125, Rejected
1082,1, Not Graduate, Yes,4704768,11721727,16,700,1350137,8921599,12148446,6168687, Approved
3198,5, Not Graduate, Yes,9582292,22059079,6,711,11724818,9892218,19952713,6795221, Approved
3333,5, Graduate, No,4246514,14744831,4,386,194373,5232930,16091135,2490823, Approved
4157,4, Not Graduate, Yes,9313228,25000983,16,342,7812436,10031541,25541400,13765018, Rejected
2712,1, Not Graduate, No,1263229,2890214,13,744,500818,2226683,2464568,614381, Approved
2866,1, Not Graduate, Yes,5671657,21978599,2,576,3147504,6125294,20150727,6728757, Approved
414,1, Graduate, No,4290873,8486798,20,600,1503804,7871280,10168553,4450562, Approved
264,5, Not Graduate, No,9938293,21953192,20,343,23677752,0,30573781,7423850, Rejected
2164,4, Not Graduate, No,6351379,18566403,1,799,15458140,7365193,20013492,8510392, Approved
4221,0, Graduate, No,8344241,34199790,4,796,18523103,12021661,27826732,6335025, Approved
